Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"Brooks Thompson",26,PHO,193,87,PG,"Oklahoma State University",27,0
"Brooks Thompson",33,NYK,193,87,PG,"Oklahoma State University",27,0
"Otis Thorpe",752,TOT,206,102,PF,"Providence College",35,0
"Otis Thorpe",528,VAN,206,102,PF,"Providence College",35,0
"Otis Thorpe",224,SAC,206,102,PF,"Providence College",35,0
"Gary Trent",630,TOT,203,113,PF,"Ohio University",23,0
"Gary Trent",471,POR,203,113,PF,"Ohio University",23,0
"Gary Trent",159,TOR,203,113,PF,"Ohio University",23,0
"Nick Van",881,LAL,211,113,PG,,26,0
"Keith Van",1219,NJN,208,104,PF,,22,0
"David Vaughn",162,TOT,211,99,PF,"Oral Roberts University",24,0
"David Vaughn",114,GSW,211,99,PF,"Oral Roberts University",24,0
"David Vaughn",4,CHI,211,99,PF,"Oral Roberts University",24,0
"David Vaughn",44,NJN,211,99,PF,"Oral Roberts University",24,0
"Jacque Vaughn",139,UTA,185,86,PG,"University of Kansas",22,0
"Loy Vaught",75,LAC,206,104,PF,"University of Michigan",29,0
"Stojko Vrankovic",195,LAC,218,117,C,,34,0
"Antoine Walker",1840,BOS,193,86,PF,"Niagara University",21,0
"Samaki Walker",365,DAL,206,108,PF,"University of Louisville",21,0
"Ben Wallace",205,WAS,206,108,C,"Virginia Union University",23,0
"John Wallace",1147,TOR,203,102,SF,"Syracuse University",23,0
"Rasheed Wallace",1124,POR,208,102,PF,"University of North Carolina",23,0
"Rex Walters",80,TOT,193,86,SG,"University of Kansas",27,0
"Rex Walters",42,PHI,193,86,SG,"University of Kansas",27,0
"Rex Walters",38,MIA,193,86,SG,"University of Kansas",27,0
"Charlie Ward",642,NYK,188,86,PG,"Florida State University",27,0
"Eric Washington",511,DEN,193,86,SG,"University of Alabama",23,0
"Clarence Weatherspoon",736,TOT,198,108,PF,"University of Southern Mississippi",27,0
"Clarence Weatherspoon",405,PHI,198,108,PF,"University of Southern Mississippi",27,0
"Clarence Weatherspoon",331,GSW,198,108,PF,"University of Southern Mississippi",27,0
"Spud Webb",12,ORL,168,60,PG,"North Carolina State University",34,0
"Chris Webber",1555,WAS,206,111,C,"University of Michigan",24,0
"Bubba Wells",128,DAL,196,104,SG,"Austin Peay State University",23,0
"Bill Wennington",167,CHI,213,111,C,"St. John's University",34,0
"David Wesley",1054,CHH,183,86,PG,"Baylor University",27,0
"Doug West",157,MIN,198,90,SG,"Villanova University",30,0
"Mark West",23,IND,208,104,C,"Old Dominion University",37,0
"DeJuan Wheat",57,MIN,183,74,PG,"University of Louisville",24,0
"Donald Whiteside",2,ATL,178,72,PG,"Northern Illinois University",28,0
"Chris Whitney",422,WAS,183,76,PG,"Clemson University",26,0
"Gerald Wilkins",380,ORL,198,83,SG,"University of Tennessee at Chattanooga",34,0
"Aaron Williams",296,SEA,206,99,PF,"Xavier University",26,0
"Alvin Williams",324,TOT,198,90,SG,"Drake University",23,0
"Alvin Williams",283,POR,198,90,SG,"Drake University",23,0
"Alvin Williams",41,TOR,198,90,SG,"Drake University",23,0
"Brandon Williams",37,GSW,198,97,SG,"Davidson College",22,0
"Buck Williams",202,NYK,203,97,PF,"University of Maryland",37,0
"Eric Williams",79,DEN,203,99,SF,"Providence College",25,0
"Herb Williams",37,NYK,208,109,PF,"Ohio State University",39,0
"Hot Rod",255,PHO,193,83,C,,35,0
"Jayson Williams",837,NJN,206,108,C,"St. John's University",29,0
"Jerome Williams",410,DET,206,93,PF,"Georgetown University",24,0
"Lorenzo Williams",26,WAS,206,90,PF,"Stetson University",28,0
"Micheal Williams",64,MIN,188,82,PG,"Lincoln University of Missouri",31,0
"Monty Williams",453,SAS,203,102,SF,"University of Notre Dame",26,0
"Scott Williams",237,PHI,208,104,C,"University of North Carolina",29,0
"Travis Williams",136,CHH,198,97,SF,"South Carolina State University",28,0
"Walt Williams",608,TOT,193,88,SF,"Indiana University",27,0
"Walt Williams",348,TOR,193,88,SF,"Indiana University",27,0
"Walt Williams",260,POR,193,88,SF,"Indiana University",27,0
"Corliss Williamson",1401,SAC,188,86,SF,"Oklahoma State University",24,0
"Kevin Willis",1305,HOU,188,79,PF,"St. John's University",35,0
"David Wingate",150,SEA,196,83,SG,"Georgetown University",34,0
"Dontonio Wingfield",1,POR,203,116,SF,"University of Cincinnati",23,0
"Joe Wolf",87,DEN,211,104,PF,"University of North Carolina",33,0
"Lorenzen Wright",623,LAC,188,92,C,"Colorado State University",22,0
"Sharone Wright",16,TOR,211,117,C,"Clemson University",25,0
"George Zidek",29,TOT,213,113,C,"University of California, Los Angeles",24,0
"George Zidek",18,DEN,213,113,C,"University of California, Los Angeles",24,0
"George Zidek",11,SEA,213,113,C,"University of California, Los Angeles",24,0
"Tariq Abdul-Wahad",454,SAC,198,101,SG,"San Jose State University",24,0
"Shareef Abdur-Rahim",1152,VAN,206,102,SF,"University of California",22,0
"Cory Alexander",261,DEN,185,83,PG,"University of Virginia",25,0
"Ray Allen",856,MIL,203,99,SG,"Florida State University",23,0
"Derek Anderson",409,CLE,196,87,SG,"University of Kentucky",24,0
"Kenny Anderson",412,BOS,183,76,PG,"Georgia Institute of Technology",28,0
"Nick Anderson",701,ORL,198,92,SF,"University of Illinois at Urbana-Champaign",31,0
"Shandon Anderson",427,UTA,198,94,SG,"University of Georgia",25,0
"Chris Anstey",134,DAL,213,112,C,,24,0
"Greg Anthony",319,POR,183,79,PG,"University of Nevada, Las Vegas",31,0
"B.J. Armstrong",105,TOT,201,102,PG,,31,0
"B.J. Armstrong",57,CHH,201,102,PG,,31,0
