Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"Pep Saul",516,MNL,188,83,SG,"Seton Hall University",28,0
"Fred Schaus",723,FTW,196,92,SF,"West Virginia University",27,0
"Dolph Schayes*",1262,SYR,203,99,PF,"New York University",24,0
"Howie Schultz",91,MNL,198,90,PF,"Hamline University",30,0
"Fred Scolari",830,TOT,178,81,PG,"University of San Francisco",30,0
"Fred Scolari",652,BLB,178,81,PG,"University of San Francisco",30,0
"Fred Scolari",178,FTW,178,81,PG,"University of San Francisco",30,0
"George Senesky",413,PHW,188,81,PG,"Saint Joseph's University",30,0
"Paul Seymour",952,SYR,185,81,SG,"University of Toledo",25,0
"Chuck Share",354,FTW,211,106,C,"Bowling Green State University",25,0
"Bill Sharman*",1147,BOS,185,79,SG,"University of Southern California",26,0
"Connie Simmons",729,NYK,203,100,C,,27,0
"Whitey Skoog",250,MNL,180,81,SG,"University of Minnesota",26,0
"Odie Spears",595,ROC,196,92,SF,"Western Kentucky University",27,0
"Dick Surhoff",45,NYK,193,95,SF,"Long Island University",23,0
"Bill Tosheff",759,INO,185,79,PG,"Indiana University",26,0
"Ernie Vandeweghe",731,NYK,190,88,SG,"Colgate University",24,0
"Paul Walther",718,INO,188,72,SG,"University of Tennessee",25,0
"Bobby Wanzer*",1020,ROC,183,77,SG,"Seton Hall University",31,0
"Mark Workman",330,TOT,206,97,PF,"West Virginia University",22,0
"Mark Workman",11,MLH,206,97,PF,"West Virginia University",22,0
"Mark Workman",319,PHW,206,97,F-C,"West Virginia University",22,0
"Max Zaslofsky",344,NYK,188,77,SG,"St. John's University",27,0
"Zeke Zawoluk",187,INO,201,97,PF,"St. John's University",22,0
"Don Ackerman",43,NYK,183,83,PG,"Long Island University",23,0
"Don Asmonga",5,BLB,188,83,G,"Alliance College",25,0
"Jim Baechtold",474,NYK,193,92,SF,"Eastern Kentucky University",26,0
"Don Barksdale*",461,BOS,198,90,PF,"University of California, Los Angeles",30,0
"Ernie Barrett",134,BOS,190,81,SG,"Kansas State University",24,0
"Ernie Beck",112,PHW,193,86,SG,"University of Pennsylvania",22,0
"Irv Bemoras",509,MLH,190,83,SF,"University of Illinois at Urbana-Champaign",23,0
"Bill Bolger",56,BLB,196,92,SF,"Georgetown University",22,0
"Vince Boryla",420,NYK,196,95,SF,"University of Denver",26,0
"Bob Brannum",409,BOS,196,97,PF,"Michigan State University",28,0
"Carl Braun",1062,NYK,196,81,SG,"Colgate University",26,0
"Frankie Brian",401,FTW,185,81,SG,"Louisiana State University",30,0
"Bill Calhoun",594,MLH,190,81,SF,"City College of San Francisco",26,0
"Cal Christensen",412,ROC,196,95,SF,"University of Toledo",26,0
"Nat Clifton*",688,NYK,198,99,PF,"Xavier University of Louisiana",31,0
"Jack Coleman",686,ROC,201,88,PF,"University of Louisville",29,0
"Chuck Cooper",234,BOS,196,95,SF,"Duquesne University",27,0
"Bob Cousy*",1383,BOS,185,79,PG,"College of the Holy Cross",25,0
"Bob Davies*",887,ROC,185,79,PG,"Seton Hall University",34,0
"Walt Davis",399,PHW,203,92,PF,"Texas A&M University",23,0
"Bob Donham",400,BOS,188,86,SG,"Ohio State University",27,0
"Gene Dyker",16,MLH,198,102,F,"DePaul University",23,0
"Ed Earle",4,SYR,190,86,PF,"Loyola University of Chicago",26,0
"Ray Felix",1269,BLB,211,99,C,"Long Island University",23,0
"Danny Finn",466,PHW,185,83,PG,"St. John's University",25,0
"Larry Foust",1090,FTW,206,97,C,"La Salle University",25,0
"Jim Fritsche",281,TOT,203,95,PF,"Hamline University",22,0
"Jim Fritsche",1,MNL,203,95,PF,"Hamline University",22,0
"Jim Fritsche",280,BLB,203,95,PF,"Hamline University",22,0
"Joe Fulks*",150,PHW,196,86,PF,"Murray State University",32,0
"Bill Gabor",547,SYR,180,77,SG,"Syracuse University",31,0
"Harry Gallatin*",949,NYK,198,95,PF,"Truman State University",26,0
"Jack George",675,PHW,188,86,PG,"La Salle University",25,0
"Bato Govedarica",75,SYR,180,83,PG,"DePaul University",25,0
"Joe Graboski",944,PHW,201,88,PF,,24,0
"Alex Hannum*",452,ROC,201,95,PF,"University of Southern California",30,0
"Rollen Hans",483,BLB,188,95,SG,"Long Island University",22,0
"Bob Harris",420,BOS,201,88,SF,"Oklahoma State University",26,0
"Bob Harrison",382,TOT,201,88,SG,"Oklahoma State University",26,0
"Bob Harrison",155,MNL,201,88,G,"Oklahoma State University",26,0
"Bob Harrison",227,MLH,201,88,SG,"Oklahoma State University",26,0
"Lew Hitch",575,MLH,203,90,PF,"Kansas State University",24,0
"Paul Hoffman",723,BLB,188,88,PG,"Purdue University",28,0
"Jim Holstein",240,MNL,190,81,SF,"University of Cincinnati",23,0
"Red Holzman*",196,MLH,178,79,PG,"City College of New York",33,0
"Bob Houbregs*",608,TOT,201,95,PF,"University of Washington",21,0
"Bob Houbregs*",64,MLH,201,95,C-F,"University of Washington",21,0
"Bob Houbregs*",544,BLB,201,95,PF,"University of Washington",21,0
"Mel Hutchins",741,FTW,198,90,PF,"Brigham Young University",25,0
"Neil Johnston*",1759,PHW,203,95,C,"Ohio State University",24,0
"Billy Kenville",434,SYR,188,84,PG,"St. Bonaventure University",23,0
"George King",817,SYR,183,79,PG,"University of Charleston",25,0
"Dick Knostman",13,SYR,198,97,C,"Kansas State University",22,0
"Bob Lavoy",364,TOT,201,83,PF,"Western Kentucky University",27,0
"Bob Lavoy",41,MLH,201,83,PF,"Western Kentucky University",27,0
"Bob Lavoy",323,SYR,201,83,PF,"Western Kentucky University",27,0
"Earl Lloyd*",654,SYR,196,90,SF,"West Virginia State University",25,0
"Don Lofgran",102,MLH,196,90,SF,"University of San Francisco",25,0
"Clyde Lovellette*",588,MNL,206,106,C,"University of Kansas",24,0
"Jim Luisi",89,BLB,188,81,PG,"St. Francis College",25,0
"Ed Macauley*",1344,BOS,203,83,C,"Saint Louis University",25,0
"Slater Martin*",684,MNL,178,77,PG,"University of Texas at Austin",28,0
"Al Masino",82,TOT,178,78,PG,"Canisius College",25,0
"Al Masino",23,ROC,178,78,PG,"Canisius College",25,0
"Al Masino",59,SYR,178,78,PG,"Canisius College",25,0
"Alfred McGuire*",174,NYK,188,81,PG,"St. John's University",25,0
"Dick McGuire*",622,NYK,183,81,PG,"St. John's University",28,0
"Jack McMahon",711,ROC,185,83,PG,"St. John's University",25,0
"Monk Meineke",406,FTW,201,94,PF,"University of Dayton",23,0
"Ed Mikan",21,BOS,203,104,C,"DePaul University",28,0
"George Mikan*",1306,MNL,208,111,C,"DePaul University",29,0
"Vern Mikkelsen*",797,MNL,201,104,PF,"Hamline University",25,0
"Eddie Miller",719,BLB,203,102,C,"Syracuse University",22,0
"Jack Molinas",370,FTW,198,90,SF,"Columbia University",22,0
"Ken Murray",149,FTW,188,86,SG,"St. Bonaventure University",25,0
"Jim Neal",312,SYR,211,106,C,"Wofford College",23,0
"Mike Novak",1,SYR,206,99,PF,"Loyola University of Chicago",38,0
"Wally Osterkorn",615,SYR,196,97,PF,"University of Illinois at Urbana-Champaign",25,0
"Bob Peterson",15,TOT,196,95,F,"University of Oregon",22,0
"Bob Peterson",7,BLB,196,95,F,"University of Oregon",22,0
"Bob Peterson",8,MLH,196,95,F,"University of Oregon",22,0
"James Phelan",3,PHW,196,88,G,"DePaul University",24,0
"Andy Phillip*",751,FTW,188,88,PG,"University of Illinois at Urbana-Champaign",31,0
"Jim Pollard*",831,MNL,193,83,SF,"Stanford University",31,0
"George Ratkovicz",570,MLH,198,99,PF,,31,0
"Connie Rea",23,BLB,190,79,G-F,"Centenary College of Louisiana",19,0
"Arnie Risen*",949,ROC,206,90,C,"Ohio State University",29,0
"Al Roges",570,BLB,193,88,SF,"Long Island University",23,0
"Pep Saul",452,MNL,188,83,SG,"Seton Hall University",29,0
"Fred Schaus",475,TOT,196,92,SF,"West Virginia University",28,0
"Fred Schaus",88,FTW,196,92,F,"West Virginia University",28,0
"Fred Schaus",387,NYK,196,92,SF,"West Virginia University",28,0
"Dolph Schayes*",1228,SYR,203,99,C,"New York University",25,0
"Dick Schnittker",330,MNL,196,90,SF,"Ohio State University",25,0
"Fred Scolari",462,FTW,178,81,PG,"University of San Francisco",31,0
"George Senesky",111,PHW,188,81,PG,"Saint Joseph's University",31,0
"Paul Seymour",931,SYR,185,81,SG,"University of Toledo",26,0
"Chuck Share",564,TOT,211,106,C,"Bowling Green State University",26,0
"Chuck Share",36,FTW,211,106,C,"Bowling Green State University",26,0
"Chuck Share",528,MLH,211,106,C,"Bowling Green State University",26,0
"Bill Sharman*",1155,BOS,185,79,SG,"University of Southern California",27,0
"Connie Simmons",720,NYK,203,100,C,,28,0
"Zeke Sinicola",11,FTW,178,74,G,"Niagara University",25,0
"Whitey Skoog",496,MNL,180,81,SG,"University of Minnesota",27,0
"Ed Smith",35,NYK,198,81,SF,"Harvard University",24,0
"Joe Smyth",131,TOT,190,97,SF,"Niagara University",24,0
"Joe Smyth",15,NYK,190,97,SF,"Niagara University",24,0
"Joe Smyth",116,BLB,190,97,SF,"Niagara University",24,0
"Odie Spears",551,ROC,196,92,SF,"Western Kentucky University",28,0
"Don Sunderlage",760,MLH,185,81,SG,"University of Illinois at Urbana-Champaign",24,0
"Dick Surhoff",133,MLH,193,95,PF,"Long Island University",24,0
"Norm Swanson",100,ROC,198,95,SF,"University of Detroit Mercy",23,0
"Bill Tosheff",492,MLH,185,79,PG,"Indiana University",27,0
"Hal Uplinger",86,BLB,193,83,SG,"Long Island University",24,0
"Ernie Vandeweghe",99,NYK,190,88,SG,"Colgate University",25,0
"Paul Walther",421,PHW,188,72,SG,"University of Tennessee",26,0
"Bobby Wanzer*",958,ROC,183,77,SG,"Seton Hall University",32,0
"Mark Workman",56,BLB,206,97,F-C,"West Virginia University",23,0
"George Yardley*",564,FTW,196,86,SF,"Stanford University",25,0
"Max Zaslofsky",811,TOT,188,77,SG,"St. John's University",28,0
"Max Zaslofsky",180,BLB,188,77,SG,"St. John's University",28,0
"Max Zaslofsky",136,MLH,188,77,SG,"St. John's University",28,0
"Max Zaslofsky",495,FTW,188,77,SG,"St. John's University",28,0
"Zeke Zawoluk",592,PHW,201,97,SF,"St. John's University",23,0
"Don Anielak",3,NYK,201,86,F,"Missouri State University",24,0
"Paul Arizin*",1512,PHW,193,86,SF,"Villanova University",26,0
"Jim Baechtold",1003,NYK,193,92,SF,"Eastern Kentucky University",27,0
"Don Barksdale*",754,BOS,198,90,SF,"University of California, Los Angeles",31,0
"Bob Brannum",442,BOS,196,97,PF,"Michigan State University",29,0
"Carl Braun",1074,NYK,196,81,SG,"Colgate University",27,0
"Frankie Brian",691,FTW,185,81,SG,"Louisiana State University",31,0
"Bill Calhoun",454,MLH,190,81,SG,"City College of San Francisco",27,0
"Bob Carney",69,MNL,190,77,SG,"Bradley University",22,0
"Fred Christ",20,NYK,193,95,G,"Fordham University",24,0
"Cal Christensen",352,ROC,196,95,SF,"University of Toledo",27,0
"Nat Clifton*",944,NYK,198,99,PF,"Xavier University of Louisiana",32,0
"Jack Coleman",924,ROC,201,88,PF,"University of Louisville",30,0
"Bert Cook",118,NYK,190,83,SG,"Utah State University",25,0
"Chuck Cooper",573,MLH,196,95,PF,"Duquesne University",28,0
"Larry Costello",118,PHW,185,84,PG,"Niagara University",23,0
"Bob Cousy*",1504,BOS,185,79,PG,"College of the Holy Cross",26,0
"Bob Davies*",872,ROC,185,79,PG,"Seton Hall University",35,0
"Walt Davis",175,PHW,203,92,C,"Texas A&M University",24,0
"George Dempsey",352,PHW,188,86,SG,"King's College",25,0
"Fred Diute",11,MLH,190,95,SG,"St. Bonaventure University",26,0
"Dick Farley",408,SYR,193,86,SG,"Indiana University",22,0
"Ray Felix",1038,NYK,211,99,C,"Long Island University",24,0
"Danny Finn",207,PHW,185,83,PG,"St. John's University",26,0
"Larry Foust",1189,FTW,206,97,C,"La Salle University",26,0
"Jim Fritsche",45,FTW,203,95,PF,"Hamline University",23,0
"Bill Gabor",17,SYR,180,77,SG,"Syracuse University",32,0
"Harry Gallatin*",1053,NYK,198,95,PF,"Truman State University",27,0
"Jack George",774,PHW,188,86,PG,"La Salle University",26,0
"Joe Graboski",954,PHW,201,88,PF,,25,0
"Chuck Grigsby",16,NYK,196,86,G,"University of Dayton",26,0
"Alex Hannum*",313,MLH,201,95,PF,"University of Southern California",31,0
"Bob Harrison",724,MLH,201,88,PG,"Oklahoma State University",27,0
"Herm Hedderick",4,NYK,196,77,G,"Canisius College",25,0
"Don Henriksen",415,TOT,201,102,PF,"University of California",25,0
"Don Henriksen",308,ROC,201,102,PF,"University of California",25,0
"Jim Holstein",281,MNL,190,81,SF,"University of Cincinnati",24,0
"Mel Hutchins",864,FTW,198,90,PF,"Brigham Young University",26,0
"Neil Johnston*",1631,PHW,203,95,C,"Ohio State University",25,0
"Ed Kalafat",347,MNL,198,111,PF,"University of Minnesota",22,0
"Mike Kearns",1,PHW,188,80,PG,"Princeton University",25,0
"Billy Kenville",498,SYR,188,84,SG,"St. Bonaventure University",24,0
"Red Kerr",754,SYR,206,104,C,"University of Illinois at Urbana-Champaign",22,0
"George King",596,SYR,183,79,PG,"University of Charleston",26,0
"Bob Knight",7,NYK,188,83,G-F,,25,0
"Earl Lloyd*",731,SYR,196,90,SF,"West Virginia State University",26,0
"Clyde Lovellette*",1311,MNL,206,106,C,"University of Kansas",25,0
"Ed Macauley*",1248,BOS,203,83,C,"Saint Louis University",26,0
"Ronnie MacGilvray",8,MLH,188,83,PG,"St. John's University",24,0
"Tom Marshall",577,ROC,193,97,SF,"Western Kentucky University",24,0
"Phil Martin",12,MLH,190,86,SF,"University of Toledo",26,0
"Slater Martin*",976,MNL,178,77,PG,"University of Texas at Austin",29,0
"Dick McGuire*",647,NYK,183,81,PG,"St. John's University",29,0
"Jack McMahon",645,ROC,185,83,PG,"St. John's University",26,0
"Monk Meineke",391,FTW,201,94,PF,"University of Dayton",24,0
"Vern Mikkelsen*",1327,MNL,201,104,PF,"Hamline University",26,0
"Red Morrison",312,BOS,203,99,C,"University of Idaho",22,0
"Boris Nachamkin",20,ROC,198,95,F,"New York University",21,0
"Jack Nichols",636,BOS,201,100,PF,"University of Washington",28,0
"Wally Osterkorn",56,SYR,196,97,SF,"University of Illinois at Urbana-Champaign",26,0
"Togo Palazzi",247,BOS,193,92,SG,"College of the Holy Cross",22,0
"Bob Peterson",154,NYK,196,95,PF,"University of Oregon",23,0
"Bob Pettit*",1466,MLH,206,92,PF,"Louisiana State University",22,0
"Andy Phillip*",617,FTW,188,88,PG,"University of Illinois at Urbana-Champaign",32,0
"Jim Pollard*",681,MNL,193,83,SF,"Stanford University",32,0
"Frank Ramsey*",715,BOS,190,86,SF,"University of Kentucky",23,0
"George Ratkovicz",16,MLH,198,99,PF,,32,0
"Arnie Risen*",797,ROC,206,90,C,"Ohio State University",30,0
"Red Rocha",812,SYR,206,83,C,"Oregon State University",31,0
"Dick Rosenthal",524,FTW,196,92,SF,"University of Notre Dame",25,0
"Pep Saul",287,MLH,188,83,SG,"Seton Hall University",30,0
"Dolph Schayes*",1333,SYR,203,99,PF,"New York University",26,0
"Dick Schnittker",750,MNL,196,90,SF,"Ohio State University",26,0
"Fred Scolari",191,BOS,178,81,PG,"University of San Francisco",32,0
"Paul Seymour",1050,SYR,185,81,SG,"University of Toledo",27,0
"Chuck Share",821,MLH,211,106,C,"Bowling Green State University",27,0
"Bill Sharman*",1253,BOS,185,79,SG,"University of Southern California",28,0
"Gene Shue",259,TOT,188,77,PG,"University of Maryland",23,0
"Gene Shue",11,PHW,188,77,PG,"University of Maryland",23,0
"Gene Shue",248,NYK,188,77,PG,"University of Maryland",23,0
"Whitey Skoog",785,MNL,180,81,SG,"University of Minnesota",28,0
"Odie Spears",672,ROC,196,92,SF,"Western Kentucky University",29,0
"Art Spoelstra",426,ROC,206,99,C,"Western Kentucky University",22,0
"Don Sunderlage",114,MNL,185,81,SG,"University of Illinois at Urbana-Champaign",25,0
"Jim Tucker",105,SYR,201,83,PF,"Duquesne University",22,0
"Jack Turner",282,NYK,193,77,SF,"Western Kentucky University",24,0
"Paul Walther",166,FTW,188,72,SG,"University of Tennessee",27,0
"Bobby Wanzer*",942,ROC,183,77,SG,"Seton Hall University",33,0
"George Yardley*",1036,FTW,196,86,SF,"Stanford University",26,0
"Max Zaslofsky",785,FTW,188,77,SG,"St. John's University",29,0
"Zeke Zawoluk",431,PHW,201,97,PF,"St. John's University",24,0
"Paul Arizin*",1741,PHW,193,86,SF,"Villanova University",27,0
"Jesse Arnelle",147,FTW,196,99,PF,"Pennsylvania State University",22,0
"Dick Atha",93,NYK,188,86,SG,"Indiana State University",24,0
"Jim Baechtold",769,NYK,193,92,SF,"Eastern Kentucky University",28,0
"Ernie Barrett",507,BOS,190,81,SG,"Kansas State University",26,0
"Ernie Beck",348,PHW,193,86,SG,"University of Pennsylvania",24,0
"Carl Braun",1112,NYK,196,81,SG,"Colgate University",28,0
"Frankie Brian",228,FTW,185,81,PG,"Louisiana State University",32,0
"Nat Clifton*",561,NYK,198,99,PF,"Xavier University of Louisiana",33,0
"Jack Coleman",957,TOT,201,88,PF,"University of Louisville",31,0
"Jack Coleman",479,ROC,201,88,PF,"University of Louisville",31,0
"Jack Coleman",478,STL,201,88,PF,"University of Louisville",31,0
"Ed Conlin",543,SYR,196,90,SF,"Fordham University",22,0
"Chuck Cooper",302,TOT,196,95,SF,"Duquesne University",29,0
"Chuck Cooper",178,STL,196,95,F,"Duquesne University",29,0
"Chuck Cooper",124,FTW,196,95,SF,"Duquesne University",29,0
"Bob Cousy*",1356,BOS,185,79,PG,"College of the Holy Cross",27,0
"Red Davis",2,ROC,201,99,C,"St. John's University",23,0
"Walt Davis",323,PHW,203,92,PF,"Texas A&M University",25,0
"George Dempsey",340,PHW,188,86,PG,"King's College",26,0
"Corky Devlin",546,FTW,196,88,SG,"George Washington University",24,0
"Walter Dukes",465,NYK,213,99,C,"Seton Hall University",25,0
"Dick Farley",479,SYR,193,86,SG,"Indiana University",23,0
"Ron Feiereisel",30,MNL,190,83,G,"DePaul University",24,0
"Ray Felix",885,NYK,211,99,C,"Long Island University",25,0
"Al Ferrari",546,STL,193,86,SF,"Michigan State University",22,0
"Ed Fleming",889,ROC,190,85,SG,"Niagara University",22,0
"Larry Foust",1166,FTW,206,97,C,"La Salle University",27,0
"Harry Gallatin*",1002,NYK,198,95,SF,"Truman State University",28,0
"Dick Garmaker",388,MNL,190,90,SG,"University of Minnesota",23,0
"Jack George",1000,PHW,188,86,PG,"La Salle University",27,0
"Tom Gola*",732,PHW,198,92,SG,"La Salle University",23,0
"Joe Graboski",1034,PHW,201,88,PF,,26,0
"Alex Hannum*",385,STL,201,95,PF,"University of Southern California",32,0
"Chris Harris",101,TOT,190,86,SG,"University of Dayton",22,0
"Chris Harris",41,STL,190,86,SG,"University of Dayton",22,0
"Chris Harris",60,ROC,190,86,SG,"University of Dayton",22,0
"Bob Harrison",617,STL,201,88,PG,"Oklahoma State University",28,0
"Dick Hemric",499,BOS,198,99,PF,"Wake Forest University",22,0
"Larry Hennessy",196,PHW,190,83,SG,"Villanova University",26,0
"Lew Hitch",288,MNL,203,90,PF,"Kansas State University",26,0
"Johnny Horan",34,TOT,203,86,F,"University of Dayton",23,0
"Johnny Horan",22,FTW,203,86,F,"University of Dayton",23,0
"Johnny Horan",12,MNL,203,86,F,"University of Dayton",23,0
"Bob Houbregs*",777,FTW,201,95,C,"University of Washington",23,0
"Mel Hutchins",792,FTW,198,90,PF,"Brigham Young University",27,0
"Neil Johnston*",1547,PHW,203,95,C,"Ohio State University",26,0
"Ed Kalafat",574,MNL,198,111,SF,"University of Minnesota",23,0
"Billy Kenville",535,SYR,188,84,PG,"St. Bonaventure University",25,0
"Red Kerr",961,SYR,206,104,C,"University of Illinois at Urbana-Champaign",23,0
"George King",744,SYR,183,79,PG,"University of Charleston",27,0
"Earl Lloyd*",612,SYR,196,90,SF,"West Virginia State University",27,0
"Jim Loscutoff",591,BOS,196,99,SF,"University of Oregon",25,0
"Clyde Lovellette*",1526,MNL,206,106,C,"University of Kansas",26,0
"Ed Macauley*",1240,BOS,203,83,C,"Saint Louis University",27,0
"Slater Martin*",947,MNL,178,77,PG,"University of Texas at Austin",30,0
"Dick McGuire*",425,NYK,183,81,PG,"St. John's University",30,0
"Jack McMahon",514,TOT,185,83,PG,"St. John's University",27,0
"Jack McMahon",255,ROC,185,83,G,"St. John's University",27,0
"Jack McMahon",259,STL,185,83,PG,"St. John's University",27,0
"Monk Meineke",489,ROC,201,94,PF,"University of Dayton",25,0
"Chuck Mencel",318,MNL,183,76,PG,"University of Minnesota",22,0
"George Mikan*",390,MNL,208,111,C,"DePaul University",31,0
"Vern Mikkelsen*",962,MNL,201,104,PF,"Hamline University",27,0
"Jackie Moore",132,PHW,196,81,SF,"La Salle University",23,0
"Red Morrison",222,BOS,203,99,C,"University of Idaho",23,0
"Jack Nichols",860,BOS,201,100,PF,"University of Washington",29,0
"Chuck Noble",686,FTW,193,86,SG,"University of Louisville",24,0
"Togo Palazzi",375,BOS,193,92,SF,"College of the Holy Cross",23,0
"Med Park",150,STL,188,92,SF,"University of Missouri",22,0
"Bob Peterson",310,NYK,196,95,SF,"University of Oregon",24,0
"Bob Pettit*",1849,STL,206,92,C,"Louisiana State University",23,0
"Andy Phillip*",408,FTW,188,88,PG,"University of Illinois at Urbana-Champaign",33,0
"Richie Regan",565,ROC,188,81,PG,"Seton Hall University",25,0
"Dick Ricketts",608,TOT,201,97,PF,"Duquesne University",22,0
"Dick Ricketts",243,STL,201,97,PF,"Duquesne University",22,0
"Dick Ricketts",365,ROC,201,97,PF,"Duquesne University",22,0
"Arnie Risen*",548,BOS,206,90,C,"Ohio State University",31,0
"Red Rocha",720,SYR,206,83,C,"Oregon State University",32,0
"Bob Santini",11,NYK,196,86,F,"Iona College",20,0
"Dolph Schayes*",1472,SYR,203,99,PF,"New York University",27,0
"Dick Schnittker",812,MNL,196,90,SF,"Ohio State University",27,0
"Kenny Sears",896,NYK,206,89,PF,"Santa Clara University",22,0
"Frank Selvy",187,STL,190,81,SG,"Furman University",23,0
"Paul Seymour",642,SYR,185,81,SG,"University of Toledo",28,0
"Chuck Share",976,STL,211,106,C,"Bowling Green State University",28,0
"Bill Sharman*",1434,BOS,185,79,SG,"University of Southern California",29,0
"Gene Shue",661,NYK,188,77,PG,"University of Maryland",24,0
"Connie Simmons",366,ROC,203,100,PF,,30,0
"Whitey Skoog",835,MNL,180,81,SG,"University of Minnesota",29,0
"Odie Spears",491,FTW,196,92,SF,"Western Kentucky University",30,0
"Art Spoelstra",615,ROC,206,99,C,"Western Kentucky University",23,0
"Jack Stephens",743,STL,190,83,SG,"University of Notre Dame",22,0
"Maurice Stokes*",1125,ROC,201,105,C,"Saint Francis University",22,0
"Jim Tucker",268,SYR,201,83,PF,"Duquesne University",23,0
"Jack Twyman*",1038,ROC,198,95,SF,"University of Cincinnati",21,0
"Ernie Vandeweghe",22,NYK,190,88,F-G,"Colgate University",27,0
"Bobby Wanzer*",749,ROC,183,77,PG,"Seton Hall University",34,0
"Bob Williams",66,MNL,198,104,F,"Florida Agricultural and Mechanical University",24,0
"George Yardley*",1233,FTW,196,86,SF,"Stanford University",27,0
"Max Zaslofsky",88,FTW,188,77,SG,"St. John's University",30,0
"Paul Arizin*",1817,PHW,193,86,SF,"Villanova University",28,0
"Bob Armstrong",28,PHW,203,99,C-F,"Michigan State University",23,0
"Jim Baechtold",216,NYK,193,92,SF,"Eastern Kentucky University",29,0
"John Barber",7,STL,198,95,F,"California State University, Los Angeles",29,0
"Ernie Beck",501,PHW,193,86,SG,"University of Pennsylvania",25,0
"Irv Bemoras",318,STL,190,83,SF,"University of Illinois at Urbana-Champaign",26,0
"Gary Bergen",8,NYK,203,95,C,"University of Utah",24,0
"Al Bianchi",563,SYR,190,83,PG,"Bowling Green State University",24,0
"Carl Braun",1001,NYK,196,81,PG,"Colgate University",29,0
"Bob Burrow",404,ROC,201,103,C,"University of Kentucky",22,0
"Nat Clifton*",762,NYK,198,99,PF,"Xavier University of Louisiana",34,0
"Jack Coleman",755,STL,201,88,PF,"University of Louisville",32,0
"Ed Conlin",953,SYR,196,90,SG,"Fordham University",23,0
"Larry Costello",547,PHW,185,84,PG,"Niagara University",25,0
"Bob Cousy*",1319,BOS,185,79,PG,"College of the Holy Cross",28,0
"Walt Davis",430,PHW,203,92,PF,"Texas A&M University",26,0
"George Dempsey",323,PHW,188,86,PG,"King's College",27,0
"Corky Devlin",477,FTW,196,88,SG,"George Washington University",25,0
"Walter Dukes",720,MNL,213,99,C,"Seton Hall University",26,0
"Ray Felix",867,NYK,211,99,C,"Long Island University",26,0
"Ed Fleming",357,ROC,190,85,SG,"Niagara University",23,0
"Larry Foust",759,FTW,206,97,C,"La Salle University",28,0
"Harry Gallatin*",1079,NYK,198,95,PF,"Truman State University",29,0
"Dick Garmaker",1177,MNL,190,90,SG,"University of Minnesota",24,0
"Jack George",706,PHW,188,86,SG,"La Salle University",28,0
"Joe Graboski",1032,PHW,201,88,PF,,27,0
"Si Green",149,ROC,188,83,SG,"Duquesne University",23,0
"Richie Guerin*",695,NYK,193,88,SG,"Iona College",24,0
"Cliff Hagan*",368,STL,193,95,SF,"University of Kentucky",25,0
"Tom Heinsohn*",1163,BOS,201,98,PF,"College of the Holy Cross",22,0
"Dick Hemric",364,BOS,198,99,PF,"Wake Forest University",23,0
"Larry Hennessy",135,SYR,190,83,SG,"Villanova University",27,0
"Lew Hitch",285,TOT,203,90,PF,"Kansas State University",27,0
"Lew Hitch",145,ROC,203,90,PF,"Kansas State University",27,0
"Lew Hitch",140,PHW,203,90,PF,"Kansas State University",27,0
"Joe Holup",524,SYR,198,97,SF,"George Washington University",22,0
"Bob Hopkins",354,SYR,203,92,C,"Grambling State University",22,0
"Bob Houbregs*",673,FTW,201,95,C,"University of Washington",24,0
"Mel Hutchins",890,FTW,198,90,PF,"Brigham Young University",28,0
"Neil Johnston*",1575,PHW,203,95,C,"Ohio State University",27,0
"Phil Jordon",44,NYK,208,92,C-F,Whitworth,23,0
"Ed Kalafat",553,MNL,198,111,SF,"University of Minnesota",24,0
"Billy Kenville",582,FTW,188,84,SG,"St. Bonaventure University",26,0
"Red Kerr",891,SYR,206,104,C,"University of Illinois at Urbana-Champaign",24,0
"Slick Leonard*",792,MNL,190,83,PG,"Indiana University",24,0
"Earl Lloyd*",646,SYR,196,90,SF,"West Virginia State University",28,0
"Jim Loscutoff",744,BOS,196,99,SF,"University of Oregon",26,0
"Clyde Lovellette*",1434,MNL,206,106,C,"University of Kansas",27,0
"Ed Macauley*",1187,STL,203,83,PF,"Saint Louis University",28,0
"Tom Marshall",159,ROC,193,97,SF,"Western Kentucky University",26,0
"Slater Martin*",718,TOT,178,77,PG,"University of Texas at Austin",31,0
"Slater Martin*",110,NYK,178,77,PG,"University of Texas at Austin",31,0
"Slater Martin*",608,STL,178,77,PG,"University of Texas at Austin",31,0
"Johnny McCarthy",476,ROC,185,83,PG,"Canisius College",22,0
"Dick McGuire*",385,NYK,183,81,PG,"St. John's University",31,0
"Jack McMahon",620,STL,185,83,SG,"St. John's University",28,0
"Chuck Mencel",665,MNL,183,76,PG,"University of Minnesota",23,0
"Vern Mikkelsen*",986,MNL,201,104,PF,"Hamline University",28,0
"Jackie Moore",123,PHW,196,81,SF,"La Salle University",24,0
"Willie Naulls",718,TOT,198,102,PF,"University of California, Los Angeles",22,0
"Willie Naulls",195,STL,198,102,F-C,"University of California, Los Angeles",22,0
"Willie Naulls",523,NYK,198,102,PF,"University of California, Los Angeles",22,0
"Jack Nichols",498,BOS,201,100,PF,"University of Washington",30,0
